time,asset,AdrActCnt,CapMVRVCur,CapMrktCurUSD,HashRate,NVTAdj,PriceUSD,SplyCur,TxCnt,TxTfrValAdjUSD,VelCur1yr,ETH_Trends,RSI_14,ROC_14,MFI_14,TSI_13_25_13,TSIs_13_25_13
2017-07-13,eth,141249.0,1.41173838,19199263336.58855,63.079252014197394,16.24516336,205.861691116014,93262924.40573001,260745.0,1181844891.6466584,28.7896481524438,29.0,37.85580259884379,-29.978847627056734,31.483147242521138,-17.719768757709407,-4.733117137590829
2017-07-14,eth,127907.0,1.36293394,18400505458.722214,61.608695794644696,18.03837166,197.24683492518997,93286695.65573001,249381.0,1020075747.8817127,29.034178642975697,26.0,36.368575298883506,-28.752371700493995,33.08662054771101,-19.29102421261917,-6.812818148309164
2017-07-15,eth,116743.0,1.18853634,15916461788.827032,64.367412958951,17.69621859,170.574619883109,93310844.24948001,231961.0,899427281.9168123,29.236009536108103,25.0,32.156386183936036,-34.70062152006596,34.91050874850375,-22.003275698423508,-8.982883512611213
2017-07-16,eth,124854.0,1.10966101,14478192007.953096,65.8867656208002,14.33671764,155.12095854062,93334853.93698001,249138.0,1009867975.1118855,29.4957590771389,36.0,29.98916639693737,-45.86284316704804,24.539064335725328,-24.954042048151173,-11.264477589116922
2017-07-17,eth,132893.0,1.34578709,17665426045.009224,62.1766153373736,17.35746825,189.22165870368198,93358372.21823001,248473.0,1017742091.5457877,29.729630880656,30.0,39.65412309915935,-31.536118445373663,26.16847095837865,-24.38919922804769,-13.139437823249885
2017-07-18,eth,147492.0,1.59119958,21364723814.75646,63.941108679917406,15.52860915,228.78765892518996,93382326.28073001,271055.0,1375829837.933832,29.9853992050809,33.0,48.53211112613043,-15.076632109409092,41.679912253134134,-20.74466246924501,-14.225898486963477
2017-07-19,eth,138440.0,1.35933414,17901574458.620354,66.2776213928752,14.54831549,191.651705937463,93406809.87448001,270122.0,1230491218.3775423,30.140189304636397,32.0,42.24943130604525,-28.02145883322409,38.361272962773945,-19.88886144208441,-15.034893194837894
2017-07-20,eth,138729.0,1.5693158999999999,20938622421.487488,68.1640003328052,17.36346737,224.10714417241402,93431302.68698001,250065.0,1205900986.0480597,29.927544984931195,30.0,48.52160826037383,-15.956463311629888,43.514336738270714,-16.882317788090642,-15.298810993874007
2017-07-21,eth,130431.0,1.51524605,20206316616.685764,68.6333699912864,22.57672015,216.214063375804,93455144.87448001,232560.0,895006736.0866071,30.1095985458604,26.0,47.17958540705078,-9.971359387349056,48.679437877713454,-15.024506366962926,-15.259624618600993
2017-07-22,eth,108987.0,1.61070866,21685716191.6682,68.8596932861152,40.38902648,231.983774798363,93479452.21823001,205574.0,536920992.662725,30.1161154659413,18.0,50.14635308434632,-5.0010200825502,52.94949213087693,-12.537362228449698,-14.87072999143652
